"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SNRNP703",7.63712676653622e-20,1.12797408011278,0.471,0.341,2.79526476781992e-15,"13","SNRNP70"
"DENND1A4",7.68585529801846e-20,1.2698627043363,0.309,0.172,2.81309989762774e-15,"13","DENND1A"
"ARHGAP263",8.28750172284673e-20,0.795447027479592,0.421,0.258,3.03330850557913e-15,"13","ARHGAP26"
"KDM2A3",8.89120297128132e-20,1.23664397951849,0.402,0.262,3.25426919951868e-15,"13","KDM2A"
"MT-CO12",9.64747057931822e-20,0.349591434477741,0.961,0.993,3.53107070673626e-15,"13","MT-CO1"
"SRSF42",9.80381250619684e-20,1.03830238092122,0.48,0.353,3.58829341539311e-15,"13","SRSF4"
"BABAM22",9.90044016818373e-20,1.18193510973568,0.393,0.254,3.62366010595693e-15,"13","BABAM2"
"USP242",1.03264949932749e-19,1.00405029347003,0.287,0.149,3.77960043248855e-15,"13","USP24"
"KLF44",1.11211863427727e-19,1.20675441549967,0.305,0.167,4.07046541331825e-15,"13","KLF4"
"SCAF82",1.14145199344529e-19,1.22156518614795,0.292,0.16,4.1778284412091e-15,"13","SCAF8"
"LMBR11",1.16466828571417e-19,1.51733563522456,0.279,0.153,4.26280239254243e-15,"13","LMBR1"
"MAP3K52",1.17329867398102e-19,1.23560232414722,0.307,0.17,4.29439047663792e-15,"13","MAP3K5"
"NIPBL2",1.19919162560673e-19,0.815835780121503,0.505,0.359,4.38916126888318e-15,"13","NIPBL"
"ARFGEF12",1.47196124337579e-19,1.02529077721757,0.313,0.172,5.38752534687972e-15,"13","ARFGEF1"
"HGSNAT2",1.58787031579743e-19,1.44850420895915,0.251,0.128,5.81176414285016e-15,"13","HGSNAT"
"BCLAF12",1.71179292594839e-19,1.04905722530077,0.521,0.395,6.2653332882637e-15,"13","BCLAF1"
"KAT6B3",3.17055145330281e-19,1.3173730465335,0.365,0.23,1.16045353742336e-14,"13","KAT6B"
"PTPRA1",3.31975410545708e-19,1.28342215661891,0.318,0.185,1.21506320013834e-14,"13","PTPRA"
"PPP2R2A3",3.74388613059992e-19,1.2972420522353,0.359,0.225,1.37029976266088e-14,"13","PPP2R2A"
"MT1X2",3.96299160879445e-19,0.980023623866346,0.328,0.194,1.45049455873486e-14,"13","MT1X"
"RNF2162",4.73200324242395e-19,1.16919736445558,0.315,0.181,1.73196050675959e-14,"13","RNF216"
"RUNX14",5.46987208068352e-19,1.42065405658651,0.447,0.322,2.00202788025098e-14,"13","RUNX1"
"PUM31",5.99251132225369e-19,1.56906371338466,0.272,0.148,2.19331906905807e-14,"13","PUM3"
"FLNA3",6.7303427427461e-19,1.06163037031693,0.585,0.455,2.4633727472725e-14,"13","FLNA"
"RAB3GAP11",7.1088817280907e-19,1.12675691191291,0.348,0.212,2.60192180129848e-14,"13","RAB3GAP1"
"NR4A33",7.30098802773493e-19,1.44553474507405,0.307,0.177,2.67223462803126e-14,"13","NR4A3"
"NPTN2",8.38190687411091e-19,1.41375464949578,0.276,0.152,3.06786173499333e-14,"13","NPTN"
"TNPO11",8.65387300128035e-19,1.30617374320922,0.304,0.174,3.16740405719862e-14,"13","TNPO1"
"ACSL33",9.4618470647597e-19,1.27033616904737,0.289,0.16,3.4631306441727e-14,"13","ACSL3"
"DICER11",9.79838103712904e-19,1.28716351425081,0.272,0.146,3.5863054433996e-14,"13","DICER1"
"SCAPER3",1.22058611028944e-18,1.28556427900897,0.324,0.19,4.46746722227036e-14,"13","SCAPER"
"ZNF410",1.95450161107133e-18,1.39047715770571,0.25,0.129,7.15367134668216e-14,"13","ZNF410"
"FOXO13",3.4707798659085e-18,1.13236705248086,0.38,0.241,1.27034013872117e-13,"13","FOXO1"
"NSMCE24",3.82617996800964e-18,1.31449778786144,0.365,0.237,1.40042013009121e-13,"13","NSMCE2"
"BRWD12",4.94946390043077e-18,1.22321930989026,0.348,0.217,1.81155328219666e-13,"13","BRWD1"
"DDX172",5.67665336649186e-18,0.768285755900449,0.607,0.517,2.07771189866969e-13,"13","DDX17"
"AMBRA1",5.67816478009178e-18,1.52189751928076,0.253,0.135,2.07826509116139e-13,"13","AMBRA1"
"OPA11",6.4544726700812e-18,1.35541686648094,0.263,0.142,2.36240154197642e-13,"13","OPA1"
"MAPK63",7.35050960157862e-18,1.45751700057893,0.261,0.142,2.69036001927379e-13,"13","MAPK6"
"PAFAH1B13",7.7998259887671e-18,0.918946959214798,0.48,0.355,2.85481431014864e-13,"13","PAFAH1B1"
"KDM6A2",8.43948013942025e-18,0.862342838347968,0.337,0.195,3.08893412582921e-13,"13","KDM6A"
"KIDINS220",1.03141215055131e-17,1.29477377388748,0.276,0.153,3.77507161223285e-13,"13","KIDINS220"
"KPNA6",1.04130556071245e-17,1.35561572608546,0.255,0.137,3.81128248276364e-13,"13","KPNA6"
"ROCK15",1.17366988251189e-17,0.966901912746152,0.521,0.4,4.29574913698176e-13,"13","ROCK1"
"ZFC3H12",1.34267007697795e-17,1.35544214038052,0.335,0.208,4.91430674874698e-13,"13","ZFC3H1"
"RBM63",2.38947690154386e-17,0.999701602585024,0.436,0.302,8.74572440734066e-13,"13","RBM6"
"AKAP134",2.96984672838586e-17,0.73604091931729,0.717,0.646,1.08699360105651e-12,"13","AKAP13"
"TMEM131L3",3.55215506004182e-17,1.4177930006317,0.38,0.256,1.30012427352591e-12,"13","TMEM131L"
"NKTR3",3.63265633801196e-17,1.03355659388361,0.421,0.286,1.32958854627576e-12,"13","NKTR"
"RBM392",4.74674721706865e-17,0.561131230783912,0.726,0.659,1.7373569489193e-12,"13","RBM39"
"VTI1A3",5.15792925179356e-17,1.07194309174525,0.372,0.243,1.88785368544896e-12,"13","VTI1A"
"ACYP21",5.39580852450195e-17,1.56228130643659,0.317,0.199,1.97491987805296e-12,"13","ACYP2"
"CCDC472",5.4583227561885e-17,1.33777843333481,0.292,0.174,1.99780071199255e-12,"13","CCDC47"
"RLIM",5.59208034705061e-17,1.23068340199279,0.263,0.144,2.04675732782399e-12,"13","RLIM"
"HIVEP13",6.53408144032577e-17,1.76183375227897,0.307,0.187,2.39153914797364e-12,"13","HIVEP1"
"TTC172",7.50574450889878e-17,0.98149500419089,0.412,0.284,2.74717754770204e-12,"13","TTC17"
"ZFR1",9.91786512406825e-17,1.21481285302868,0.345,0.218,3.63003781406022e-12,"13","ZFR"
"ABLIM14",1.08160047411118e-16,1.56040077482492,0.291,0.172,3.95876589529431e-12,"13","ABLIM1"
"GSK3B3",1.17233013517378e-16,1.25779399658877,0.32,0.194,4.29084552774954e-12,"13","GSK3B"
"RABEP12",1.22687630400723e-16,1.1905769353696,0.318,0.194,4.49048996029688e-12,"13","RABEP1"
"RBM52",1.24236987192556e-16,0.963261985880043,0.335,0.205,4.54719796823476e-12,"13","RBM5"
"TBL1XR13",1.34768427792718e-16,1.21037378831069,0.311,0.188,4.93265922564126e-12,"13","TBL1XR1"
"CSRP12",1.45936204103027e-16,0.847352736652598,0.322,0.197,5.34141100637489e-12,"13","CSRP1"
"MNAT11",1.47891271590139e-16,1.40810826591478,0.264,0.147,5.41296843147067e-12,"13","MNAT1"
"SFSWAP1",1.5283759317316e-16,1.18370112990042,0.292,0.168,5.59400874773085e-12,"13","SFSWAP"
"INPP4B3",1.66583244811396e-16,1.36674169869838,0.33,0.209,6.09711334334191e-12,"13","INPP4B"
"ANKHD12",1.7278231927152e-16,0.857156491280749,0.456,0.326,6.3240056676569e-12,"13","ANKHD1"
"SREK1",2.74052358498056e-16,1.20452201590545,0.317,0.196,1.00305903733874e-11,"13","SREK1"
"MECP23",4.82122288250155e-16,0.833480724249827,0.395,0.26,1.76461578722439e-11,"13","MECP2"
"KDM6B4",8.23623125207596e-16,1.54018058388132,0.406,0.289,3.01454300057232e-11,"13","KDM6B"
"TRA2B4",9.67539563515132e-16,0.832312974531145,0.534,0.432,3.54129155642173e-11,"13","TRA2B"
"RB1CC12",1.00424015949342e-15,1.09892973584308,0.361,0.239,3.67561940776186e-11,"13","RB1CC1"
"BACH14",1.04188482867662e-15,0.975409073285476,0.408,0.284,3.81340266143929e-11,"13","BACH1"
"NDUFAF22",1.04419668695783e-15,1.74651478581981,0.266,0.158,3.82186429393435e-11,"13","NDUFAF2"
"RHOB3",1.11791296289095e-15,0.400841992888643,0.402,0.262,4.09167323547715e-11,"13","RHOB"
"ANKRD362",1.17534691997932e-15,1.16979896326794,0.285,0.166,4.3018872618163e-11,"13","ANKRD36"
"NABP13",1.25128728699091e-15,1.5738403531194,0.255,0.146,4.57983659911542e-11,"13","NABP1"
"USP101",1.35622369935706e-15,1.43455215356405,0.302,0.187,4.96391436201676e-11,"13","USP10"
"LONP21",2.22419056234261e-15,1.21120892199298,0.304,0.187,8.14075987723019e-11,"13","LONP2"
"PHF141",2.61840048463653e-15,1.04607325510713,0.3,0.182,9.58360761381817e-11,"13","PHF14"
"ZMYM23",2.65656981430739e-15,1.02794644059279,0.352,0.226,9.72331117734649e-11,"13","ZMYM2"
"HIF1A5",2.93739444297401e-15,1.0409363612505,0.514,0.409,1.07511574007292e-10,"13","HIF1A"
"GMDS-DT2",3.4312208799967e-15,1.62513930196907,0.276,0.168,1.25586115428759e-10,"13","GMDS-DT"
"TXNRD12",3.44928384641464e-15,2.17873214249501,0.313,0.204,1.26247238062622e-10,"13","TXNRD1"
"HSPB13",3.54758310859937e-15,0.694143809595742,0.449,0.319,1.29845089357845e-10,"13","HSPB1"
"PI4KA2",3.79383062617665e-15,0.986746205898268,0.274,0.157,1.38857994748691e-10,"13","PI4KA"
"FAM120B1",4.08981876244611e-15,1.19352839921843,0.272,0.158,1.4969145652429e-10,"13","FAM120B"
"MBNL12",4.13207943657303e-15,0.579213953889612,0.709,0.682,1.51238239458009e-10,"13","MBNL1"
"GATAD2B3",5.05330310025677e-15,1.33011602764581,0.304,0.186,1.84955946772498e-10,"13","GATAD2B"
"MAPK15",8.50126985257228e-15,1.25834461717963,0.326,0.21,3.11154977873998e-10,"13","MAPK1"
"MLLT10",1.01095929849971e-14,1.16708216505248,0.266,0.153,3.7002121284388e-10,"13","MLLT10"
"LIMS13",1.07068317301872e-14,1.08992276329118,0.387,0.271,3.91880748156581e-10,"13","LIMS1"
"SRSF105",1.27888456856301e-14,0.839166948025238,0.52,0.429,4.68084540939749e-10,"13","SRSF10"
"JUN4",1.28021548402086e-14,0.549860979258549,0.734,0.63,4.68571669306475e-10,"13","JUN"
"SYNE25",1.34021171193422e-14,0.80250692880649,0.451,0.333,4.90530888685042e-10,"13","SYNE2"
"WAC3",1.39210906846406e-14,1.07073315141245,0.393,0.277,5.09525840148532e-10,"13","WAC"
"RC3H12",1.52011200789373e-14,0.970882751029645,0.352,0.233,5.56376196009184e-10,"13","RC3H1"
"ZRANB23",1.55279777161396e-14,0.992581462776975,0.417,0.307,5.68339512388425e-10,"13","ZRANB2"
"GAS73",2.08926605016333e-14,1.62551415087774,0.264,0.158,7.64692267020281e-10,"13","GAS7"
"PIBF12",2.36480323458572e-14,1.19886018957382,0.266,0.156,8.65541631890718e-10,"13","PIBF1"
"STOM4",2.40406306431592e-14,1.2357022605228,0.382,0.258,8.79911122170268e-10,"13","STOM"
"NOTCH24",2.60894190467405e-14,1.01019440606412,0.335,0.215,9.54898826529749e-10,"13","NOTCH2"
"PRKAR2A",2.67362264936607e-14,1.41919987997909,0.281,0.175,9.78572625894476e-10,"13","PRKAR2A"
"PBRM11",2.88171233195538e-14,1.17893820240448,0.287,0.175,1.05473553061899e-09,"13","PBRM1"
"RAD51B2",3.08481814146286e-14,1.43712629904463,0.291,0.183,1.12907428795682e-09,"13","RAD51B"
"CUL4A",3.16701582178676e-14,1.23312048216441,0.289,0.178,1.15915946093217e-09,"13","CUL4A"
"KAT6A2",3.87250576542974e-14,0.862733863491044,0.365,0.24,1.41737583520494e-09,"13","KAT6A"
"MDM44",4.30599714391052e-14,0.921257230209233,0.354,0.233,1.57603801464269e-09,"13","MDM4"
"AGFG13",9.342983912694e-14,1.02017484246794,0.261,0.152,3.41962554188513e-09,"13","AGFG1"
"SOD23",1.06764547347845e-13,0.88814098171157,0.471,0.353,3.90768919747849e-09,"13","SOD2"
"DGKD1",1.13414973731996e-13,1.06590197879966,0.294,0.183,4.15110145356478e-09,"13","DGKD"
"MT-ND64",1.30190663416149e-13,0.666410018275333,0.709,0.675,4.76510847169447e-09,"13","MT-ND6"
"GNB14",1.34357553070652e-13,0.905408706432014,0.419,0.306,4.91762079993892e-09,"13","GNB1"
"SEC633",1.59012630523875e-13,1.19160228162958,0.318,0.213,5.82002128980433e-09,"13","SEC63"
"DYM2",1.63364682665769e-13,0.91219068152175,0.348,0.234,5.9793107502498e-09,"13","DYM"
"NUMB3",1.65112526922784e-13,0.725019534525364,0.38,0.26,6.0432835979008e-09,"13","NUMB"
"PER14",1.80466722902685e-13,0.881929444696842,0.479,0.365,6.60526252496116e-09,"13","PER1"
"ZNFX13",2.0127258857341e-13,1.33048225044981,0.285,0.18,7.36677801437539e-09,"13","ZNFX1"
"UIMC1",2.99732840712358e-13,1.14155925547787,0.264,0.16,1.0970521702913e-08,"13","UIMC1"
"SRSF112",4.63091291880245e-13,0.660916677931705,0.555,0.467,1.69496043741088e-08,"13","SRSF11"
"UBR44",4.84773070582788e-13,0.941856963117986,0.311,0.201,1.77431791564006e-08,"13","UBR4"
"FAM120A1",4.9913169346343e-13,1.24991398339974,0.272,0.17,1.8268719112455e-08,"13","FAM120A"
"CELF14",5.12404997146626e-13,1.02015153888612,0.369,0.26,1.87545353005636e-08,"13","CELF1"
"OXR11",6.24259783036615e-13,1.55393310110367,0.266,0.17,2.28485323189232e-08,"13","OXR1"
"TBC1D152",7.07356046159659e-13,1.11113487204014,0.261,0.158,2.58899386454897e-08,"13","TBC1D15"
"TM9SF3",8.46535072860346e-13,1.09526156327369,0.25,0.149,3.09840302017615e-08,"13","TM9SF3"
"NFE2L25",1.06788644903337e-12,0.761496149295754,0.482,0.381,3.90857119210703e-08,"13","NFE2L2"
"CHORDC11",1.08127652704033e-12,1.3789940258253,0.259,0.16,3.95758021662031e-08,"13","CHORDC1"
"TRA2A2",1.15078816351251e-12,0.698038455537364,0.453,0.341,4.21199975727213e-08,"13","TRA2A"
"FBXW74",1.21909468783679e-12,0.747968986945066,0.374,0.263,4.46200846695144e-08,"13","FBXW7"
"ASCC33",1.33119759856385e-12,1.10309766333145,0.3,0.195,4.87231633050356e-08,"13","ASCC3"
"ATG74",1.54089715918288e-12,0.955121452631313,0.307,0.201,5.63983769232527e-08,"13","ATG7"
"TBC1D53",1.59190971097438e-12,0.794853906952723,0.443,0.339,5.82654873313733e-08,"13","TBC1D5"
"UBL3",1.86518489272762e-12,1.27223080764712,0.25,0.154,6.82676322587235e-08,"13","UBL3"
"SUPT3H2",1.96257605634552e-12,1.28587012891621,0.266,0.168,7.18322462383024e-08,"13","SUPT3H"
"COP14",2.52143075652278e-12,0.785092462583469,0.365,0.25,9.22868871194902e-08,"13","COP1"
"AP2B11",2.68031285715752e-12,0.953986606468572,0.322,0.213,9.81021308848223e-08,"13","AP2B1"
"KLF122",3.69532108740701e-12,0.719556367230085,0.345,0.235,1.35252447120184e-07,"13","KLF12"
"ADK3",3.69846862601293e-12,0.725767638194752,0.421,0.309,1.35367650180699e-07,"13","ADK"
"TPM44",4.50543656655571e-12,1.30765607909124,0.503,0.438,1.64903483772506e-07,"13","TPM4"
"MORF4L23",4.85484270365154e-12,0.984923525843319,0.374,0.277,1.7769209779635e-07,"13","MORF4L2"
"MAP3K23",7.3020576264875e-12,0.972880438984305,0.309,0.202,2.67262611187069e-07,"13","MAP3K2"
"RAB1A5",7.77383270061155e-12,0.913884374503931,0.415,0.32,2.84530050675083e-07,"13","RAB1A"
"DLG13",8.03448928370815e-12,0.996727353954678,0.263,0.163,2.94070342273002e-07,"13","DLG1"
"VAPA4",8.54634463872083e-12,0.872884368067767,0.482,0.401,3.12804760121821e-07,"13","VAPA"
"COMMD11",1.01276727746651e-11,1.44872414204028,0.335,0.246,3.70682951225519e-07,"13","COMMD1"
"DENND4A2",1.26018091184289e-11,0.62940776103334,0.516,0.419,4.61238815543618e-07,"13","DENND4A"
"UBE2R23",1.27001119620889e-11,1.09044178753955,0.27,0.173,4.64836797924415e-07,"13","UBE2R2"
"GTF2I2",1.45588304230865e-11,1.08280403136718,0.348,0.252,5.32867752315391e-07,"13","GTF2I"
"RAB313",1.55442782620458e-11,0.707886396206455,0.313,0.208,5.68936128669137e-07,"13","RAB31"
"DIP2B3",3.20154356157463e-11,0.880473278384694,0.27,0.169,1.17179695897193e-06,"13","DIP2B"
"CDC73",3.58514881954755e-11,1.12816804798327,0.285,0.187,1.3122003194426e-06,"13","CDC73"
"ARL153",3.790616522388e-11,0.852955929118773,0.298,0.196,1.38740355335923e-06,"13","ARL15"
"USP9X4",3.93220480372388e-11,0.837885529047723,0.33,0.226,1.43922628021098e-06,"13","USP9X"
"DDX3Y4",4.69267458887192e-11,1.10571509647379,0.309,0.216,1.71756582627301e-06,"13","DDX3Y"
"KMT2A3",4.83305755040983e-11,0.960160451591142,0.339,0.235,1.7689473940255e-06,"13","KMT2A"
"SRRM25",5.00248282015917e-11,0.884033337050422,0.486,0.414,1.83095873700646e-06,"13","SRRM2"
"RPS6KA53",5.72882643611169e-11,1.10879282632715,0.289,0.191,2.09680776388124e-06,"13","RPS6KA5"
"LRBA2",6.18915374160518e-11,0.65938098605018,0.408,0.299,2.26529216096491e-06,"13","LRBA"
"TLE44",9.01906795694768e-11,1.138708001724,0.289,0.195,3.30106906292242e-06,"13","TLE4"
"JAZF12",1.11321753402227e-10,0.824077451350533,0.33,0.23,4.07448749627493e-06,"13","JAZF1"
"PSPC12",1.7566695727272e-10,0.855025118528794,0.287,0.19,6.42958630313883e-06,"13","PSPC1"
"DHX92",1.86735751527014e-10,0.908182704698343,0.305,0.21,6.83471524164026e-06,"13","DHX9"
"CAB391",1.9217237249677e-10,1.24734172587736,0.251,0.162,7.03370100575427e-06,"13","CAB39"
"PLSCR14",1.97916362707336e-10,1.19080189417555,0.292,0.2,7.24393679145121e-06,"13","PLSCR1"
"NUP58",1.98415137876338e-10,1.01775233242845,0.255,0.166,7.26219246141184e-06,"13","NUP58"
"TGFBR22",1.99199211589312e-10,0.783286103484242,0.43,0.331,7.29089034338041e-06,"13","TGFBR2"
"CLINT14",2.37562687134568e-10,1.16680620195635,0.328,0.243,8.69503191181232e-06,"13","CLINT1"
"CD813",3.18655840200014e-10,1.08881502478288,0.287,0.196,1.16631224071607e-05,"13","CD81"
"PCM12",3.57304102055255e-10,0.832362386457647,0.393,0.299,1.30776874393244e-05,"13","PCM1"
"UBE2G2",3.76581209324859e-10,1.20297658447744,0.251,0.164,1.37832488424991e-05,"13","UBE2G2"
"SYNCRIP3",3.90805126877044e-10,1.03905792067939,0.33,0.244,1.43038584488267e-05,"13","SYNCRIP"
"JUND5",4.80519053222702e-10,1.16746542475965,0.547,0.491,1.75874778670041e-05,"13","JUND"
"SLC20A12",4.9434295688664e-10,1.19452346814548,0.268,0.179,1.80934465650079e-05,"13","SLC20A1"
"CERT12",6.03359684899865e-10,0.982493349257567,0.263,0.173,2.208356782702e-05,"13","CERT1"
"GLG14",6.22883100291544e-10,0.843411025454662,0.438,0.361,2.27981443537708e-05,"13","GLG1"
"ILF33",6.83959194504232e-10,0.823213804613719,0.397,0.308,2.50335904780494e-05,"13","ILF3"
"PAN32",7.19962114131104e-10,0.690242781215468,0.35,0.251,2.63513333393125e-05,"13","PAN3"
"CNOT22",9.93756904930516e-10,0.959775540014597,0.354,0.267,3.63724964773618e-05,"13","CNOT2"
"SPTAN15",1.35806208862158e-09,0.940453571136835,0.335,0.245,4.97064305056383e-05,"13","SPTAN1"
"PKN22",1.42268544677535e-09,0.913052620897021,0.296,0.204,5.20717100374247e-05,"13","PKN2"
"STX122",2.06361008226108e-09,0.932394093312566,0.27,0.184,7.55301926208379e-05,"13","STX12"
"DMXL12",2.11702847416716e-09,0.846289630482333,0.261,0.171,7.74853591829924e-05,"13","DMXL1"
"SNX95",2.25573618025534e-09,0.359066256496777,0.479,0.374,8.25621999335256e-05,"13","SNX9"
"CAST4",4.07134690546658e-09,0.688596120957426,0.516,0.457,0.000149015368086982,"13","CAST"
"FAM13B2",5.63069688778507e-09,0.975912847986372,0.292,0.202,0.000206089136789821,"13","FAM13B"
"TNFRSF1A5",6.50001924713106e-09,1.0288454903414,0.257,0.172,0.000237907204464244,"13","TNFRSF1A"
"ERCC14",8.24278679099805e-09,1.37504980908618,0.339,0.272,0.00030169423933732,"13","ERCC1"
"PIP4K2A2",9.82123916674282e-09,0.718262650502432,0.354,0.264,0.000359467174741954,"13","PIP4K2A"
"PRKDC2",1.01719850803081e-08,0.816071359683219,0.311,0.227,0.000372304825924355,"13","PRKDC"
"MSI23",1.17140423940024e-08,0.778117558186251,0.313,0.225,0.000428745665662881,"13","MSI2"
"ATXN101",1.22938393553357e-08,1.05514681213568,0.326,0.252,0.000449966814244644,"13","ATXN10"
"PCNX13",1.93952395726883e-08,0.567127135103907,0.356,0.265,0.000709885163599966,"13","PCNX1"
"PRDM23",1.99818882867598e-08,0.610146115782197,0.372,0.281,0.000731357093183697,"13","PRDM2"
"PCF112",2.05089291710177e-08,0.920410467670745,0.307,0.226,0.000750647316588421,"13","PCF11"
"ACBD61",2.1841141893083e-08,1.0924237759068,0.264,0.187,0.00079940763442873,"13","ACBD6"
"MIDN3",3.15733099151909e-08,1.13409519600684,0.285,0.208,0.0011556147162059,"13","MIDN"
"TMOD32",3.32682255072968e-08,1.19064849068714,0.309,0.233,0.00121765032179257,"13","TMOD3"
"ANKRD103",3.58504838441064e-08,1.02194226848003,0.317,0.24,0.00131216355917814,"13","ANKRD10"
"HNRNPU4",4.64343507051113e-08,0.735628493033756,0.533,0.486,0.00169954367015778,"13","HNRNPU"
"LDLRAD44",4.85317920446829e-08,0.358963211270388,0.378,0.288,0.00177631212062744,"13","LDLRAD4"
"HSPD13",4.90112019295475e-08,0.802545071066103,0.451,0.393,0.00179385900182337,"13","HSPD1"
"CHD62",6.76864675365927e-08,0.726112634811819,0.263,0.183,0.00247739239830683,"13","CHD6"
"HNRNPC3",6.93578455340712e-08,0.623280650858065,0.609,0.589,0.00253856650439254,"13","HNRNPC"
"AC105402.33",7.6102168483129e-08,0.73753131430612,0.464,0.395,0.002785415468651,"13","AC105402.3"
"MARCH63",8.69393176466729e-08,0.842232034252754,0.33,0.257,0.00318206596518587,"13","MARCH6"
"SCFD12",8.82239335696618e-08,0.915518142903739,0.261,0.187,0.00322908419258319,"13","SCFD1"
"EFR3A2",9.7194123763837e-08,0.962072534146474,0.277,0.2,0.0035574021238802,"13","EFR3A"
"LCOR2",1.16647570175691e-07,0.744364239061849,0.25,0.17,0.00426941771600047,"13","LCOR"
"CEP3503",1.19830685103397e-07,0.774952643039972,0.296,0.217,0.00438592290546944,"13","CEP350"
"PPM1B2",1.40671267555346e-07,0.92710226915858,0.257,0.179,0.00514870906379323,"13","PPM1B"
"ARID4B2",1.49345275097907e-07,0.663765533946721,0.516,0.451,0.00546618641385848,"13","ARID4B"
"FRYL2",1.6041304871082e-07,0.827612362584514,0.315,0.234,0.00587127799586474,"13","FRYL"
"HNRNPD3",1.80417874485629e-07,0.768339789460564,0.341,0.266,0.0066034746240485,"13","HNRNPD"
"COPA3",1.82697548936889e-07,0.872031804512821,0.363,0.296,0.00668691298863909,"13","COPA"
"PHKB3",1.89037684486755e-07,0.769942328079216,0.261,0.184,0.00691896828989971,"13","PHKB"
"BAZ1A4",2.07167249527304e-07,1.04156091076833,0.397,0.34,0.00758252849994885,"13","BAZ1A"
"B4GALT14",2.08728854839475e-07,1.04994218218487,0.354,0.276,0.00763968481597963,"13","B4GALT1"
"XRN22",2.54214432527432e-07,0.816840502768958,0.352,0.281,0.00930450244493653,"13","XRN2"
"YWHAE6",2.7637467637454e-07,0.862066596432189,0.439,0.391,0.0101155895299845,"13","YWHAE"
"AMD11",2.91383037762605e-07,0.988447583094217,0.298,0.223,0.0106649105651491,"13","AMD1"
"BPTF3",3.00602241848508e-07,0.547053239908547,0.406,0.328,0.0110023426538972,"13","BPTF"
"GMDS3",3.05562462290902e-07,1.14059057583642,0.274,0.207,0.0111838916823093,"13","GMDS"
"ETS24",3.86920462916937e-07,0.361179065510944,0.276,0.188,0.0141616758632228,"13","ETS2"
"EPS152",3.95421709310342e-07,0.743973426648208,0.374,0.309,0.0144728299824678,"13","EPS15"
"ATP1A13",4.22266051319138e-07,0.957226887023323,0.402,0.35,0.0154553597443318,"13","ATP1A1"
"NFKB14",4.38960236945132e-07,0.45336172190166,0.38,0.297,0.0160663836324288,"13","NFKB1"
"COG53",4.83404897239266e-07,0.704781170976678,0.309,0.23,0.0176931026438544,"13","COG5"
"TMED53",5.63753742251147e-07,1.29853606718513,0.304,0.246,0.0206339507201342,"13","TMED5"
"ARGLU13",6.65663249458497e-07,0.537409365582988,0.482,0.424,0.0243639405934304,"13","ARGLU1"
"RAB5A1",8.5966293863142e-07,1.10213073242307,0.268,0.203,0.0314645232168486,"13","RAB5A"
