"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene"
42.4027223946355,-9.24359149585036e-06,0.0014427007246824,4.39345879954178e-14,6.47156481172504e-10,"19369"
4.2967488082363,-2.69204284554242e-06,0.00144268549091816,1.13522409281165e-10,8.36092544355781e-07,"11137"
5.82182455975502,-5.8192963372145e-06,0.00144269060706171,3.38400523224838e-09,1.66154656903395e-05,"35238"
3.45367895244219,-3.50526255420923e-06,0.00144269326062562,4.19008388195604e-08,0.000154299838953031,"17152"
47.2169348712082,-1.48510733112298e-05,0.00144269104443007,2.13146514401226e-07,0.000392456019641257,"2698"
8.43972921212125,-5.28711686806995e-06,0.00144269139019243,2.06759049178771e-07,0.000392456019641257,"8276"
15.6187642681532,-6.00724408154218e-06,0.00144269447758138,1.79644308989615e-07,0.000392456019641257,"8296"
6.21366723256128,-7.86161909924715e-06,0.00144268511990628,1.62954681864925e-07,0.000392456019641257,"19730"
13.9765936914228,-1.02013933320045e-05,0.00144270365062716,3.6515980846171e-07,0.000597644886515665,"2153"
65.5652184787344,0.386852364188996,0.0877259774771586,4.72810081345999e-07,0.000696449249822657,"5298"
14.4150125029199,-5.82069805119474e-06,0.00144269808804347,5.80530298096644e-07,0.000777382844633052,"9934"
13.7069942754308,-3.35209921446422e-06,0.00144269370446163,9.67876972459434e-07,0.000950455186955164,"973"
33.3865480048037,-1.62602471090394e-05,0.00144271162442851,9.05998034314108e-07,0.000950455186955164,"3574"
702.128608543707,-5.2709303142893e-06,0.00144269309345335,9.67289494036587e-07,0.000950455186955164,"5313"
3.10726027343253,-6.89476208363551e-07,0.00144268597762371,7.91952903376316e-07,0.000950455186955164,"13806"
10.7987131804923,-8.48996560171742e-06,0.00144266785952497,2.22382747679212e-06,0.00204731117082175,"5292"
16.1367244685548,-6.20694105245154e-06,0.00144269775663232,2.76115497106778e-06,0.0023924595719899,"2056"
6.70918869489309,0.483442610419744,0.121465522711948,3.06420783256772e-06,0.00250754340965125,"9018"
221.44267315282,-3.85350866380401e-06,0.00144269384286437,4.6843228835286e-06,0.00363158295128296,"12363"
3.1796997883545,0.577864591595558,0.152317709521539,6.33567801233128e-06,0.00466622685608198,"9031"
28.1604397556957,0.263785188171574,0.0706563528927355,7.87185926690099e-06,0.00552154700006912,"3337"
10.7503053880585,-1.25344797558843e-05,0.00144269952935802,9.07294111083674e-06,0.00607474648011932,"6452"
24.6442620236315,0.277645266117264,0.0774283901844853,1.37993891972253e-05,0.0087198444301389,"4504"
